DC	0.012168013249999998
TN	0.006329762816563472
NV	0.005960282939488418
NM	0.0055704934268692415
SC	0.005517882383068002
DE	0.005452881936771605
FL	0.004802213077815674
LA	0.00475670580510532
AK	0.004737072956971895
MD	0.004736866428720508
OK	0.004650223032183579
AR	0.004639496271672083
MI	0.004500576113828
MO	0.004497225508699469
AL	0.0044423324302904875
CA	0.004189888789361677
NY	0.004039259427746613
IL	0.004033492895241701
TX	0.004018006069411306
MA	0.0039769460544703044
AZ	0.003916473908971536
GA	0.003723916944173617
KS	0.003561905031784385
PA	0.00355187935013287
NC	0.003430320286476899
IN	0.0032969598393345835
CO	0.002997703083278127
WV	0.002993036740455264
WV	0.0029930367404552636
OH	0.0029191565534221076
WA	0.0028928167433231503
NJ	0.002885382835712257
WI	0.002788403320945054
CT	0.0027343663100512228
IA	0.002566321168378353
RI	0.002525888935182024
MT	0.0025128919929250084
NE	0.0024532837822402384
OR	0.0024137005367337607
HI	0.002405890371884918
MN	0.0022756707093124725
SD	0.002232277597851081
KY	0.0022018999862590386
MS	0.002089457533376187
ND	0.0020099724492774204
ID	0.0020078951154703633
UT	0.001993193770653131
VA	0.001895790823876718
WY	0.00186558838992157
WY	0.00186558838992157
NH	0.0017408926154405947
VT	0.0013995499737358863
ME	0.0012203550095455382
