AK	0.004737072956971895	0.1168794742836801
AL	0.0044423324302904875	0.24717905881024624
AR	0.004639496271672083	0.24695906560527683
AZ	0.003916473908971536	0.19016884591114996
CA	0.004189888789361677	0.2319776301713925
CO	0.002997703083278127	0.13080010556157476
CT	0.0027343663100512228	0.16001409549766202
DC	0.012168013249999998	0.222
DE	0.005452881936771605	0.17383340837442837
FL	0.004802213077815674	0.2011172263919797
GA	0.003723916944173617	0.2141091058852985
HI	0.002405890371884918	0.15427772880319568
IA	0.002566321168378353	0.1390041481682609
ID	0.0020078951154703633	0.15289695188797042
IL	0.004033492895241701	0.1858361008822329
IN	0.0032969598393345835	0.17883872032403622
KS	0.003561905031784385	0.1399245199372702
KY	0.0022018999862590386	0.2590086351971355
LA	0.00475670580510532	0.2519074376739722
MA	0.0039769460544703044	0.15211942202018483
MD	0.004736866428720508	0.16191690851095217
ME	0.0012203550095455382	0.14624587826298702
MI	0.004500576113828	0.1659247296307734
MN	0.0022756707093124725	0.12088760047847472
MO	0.004497225508699469	0.18685800034488623
MS	0.002089457533376187	0.27117006904571717
MT	0.0025128919929250084	0.12818901599884475
NC	0.003430320286476899	0.21881266220045031
ND	0.0020099724492774204	0.16113644756359902
NE	0.0024532837822402384	0.13406628563964754
NH	0.0017408926154405947	0.12582698194753453
NJ	0.002885382835712257	0.17909627588555205
NM	0.0055704934268692415	0.21132119199414534
NV	0.005960282939488418	0.19308403860920212
NY	0.004039259427746613	0.20911011872107696
OH	0.0029191565534221076	0.17020866752056096
OK	0.004650223032183579	0.19393935701483764
OR	0.0024137005367337607	0.14892801240953324
PA	0.00355187935013287	0.18102699623837634
RI	0.002525888935182024	0.22009213543644734
SC	0.005517882383068002	0.23679752180886302
SD	0.002232277597851081	0.15410135775961845
TN	0.006329762816563472	0.2408810790723366
TX	0.004018006069411306	0.24326244482860163
UT	0.001993193770653131	0.12295511343300936
VA	0.001895790823876718	0.18524686307487076
VT	0.0013995499737358863	0.13591100149255686
WA	0.0028928167433231503	0.12895254054111074
WI	0.002788403320945054	0.1490245464761408
WV	0.0029930367404552636	0.24793478614907152
WY	0.00186558838992157	0.12119098301083447
WV	0.002993036740455264	0.24793478614907152
WY	0.00186558838992157	0.12119098301083447
